,STUDYID,WEIGHT,GMETHOD_TYPE,GRESPONDENT_DATE,GCENREG,AGE,RACE,RACE_RECODE,RACE_RECODE_CAT5,SEXUALID,SEXMINID,SEX,GENDER,HINC,HINC_I,PINC,PINC_I,GEDUC1,GEDUC2,GRACE_I,GRUCA_I,GURBAN,GURBAN_I,POVERTY,POVERTY_I,POVERTYCAT,POVERTYCAT_I,GD25A,GD65,GD66,GD66A,GP20,GANN_INC,GANN_INC2,GD1,GD15C,GD4_1,GD5,GD63,GD69,GD69_1,GD69_2,GD69_3,GD69_4,GD69_5,GD74,GD75,GD76,GD8B,GD9,GEDUCATION,GEMPLOYMENT2010,GMSANAME,GP1,GP2,GRACE,GSURVEY,GWP10200,GWP10202,GWP10208,GWP10209,GWP10215,GWP10216,GWP119,GWP1223,GWP1225,GZIPCODE,GZIPSTATE,GRUCA,GMILESAWAY,GCENDIV,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19A,Q19B,Q19C,Q19D,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q20_6,Q20_7,Q21,Q21_VERB,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q32_VERB,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q34A,Q34B,Q34C,Q34D,Q34E,Q34F,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44_1,Q44_2,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q45_6,Q45_7,Q45_8,Q45_9,Q45_10,Q45_11,Q45_12,Q45_13,Q45_VERB,Q46,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_VERB,Q48,Q49,Q50,Q50_VERB,Q51,Q52,Q53A,Q53B,Q53C,Q53D,Q54,Q55,Q56,Q57,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q58_6,Q58_7,Q58_8,Q58_9,Q58_10,Q58_11,Q58_12,Q58_13,Q58_14,Q58_15,Q58_16,Q58_17,Q58_18,Q58_19,Q58_20,Q58_21,Q58_22,Q58_23,Q59,Q60,Q61A,Q61B,Q61C,Q61D,Q61E,Q61F,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,Q103,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111A,Q111B,Q111C,Q111D,Q111E,Q111F,Q112A,Q112B,Q112C,Q112D,Q112E,Q112F,Q113_1,Q113_2,Q113_3,Q113_4,Q113_5,Q113_6,Q113_7,Q113_8,Q113_9,Q113_10,Q114,Q115,Q116_1,Q116_2,Q116_3,Q116_4,Q116_5,Q116_6,Q116_7,Q116_8,Q116_9,Q116_10,Q117,Q118_1,Q118_2,Q118_3,Q118_4,Q118_5,Q118_6,Q118_7,Q118_8,Q118_9,Q118_10,Q119A,Q119B,Q119C,Q119D,Q119E,Q119F,Q119G,Q119H,Q119I,Q119J,Q119K,Q120_1,Q120_2,Q120_3,Q120_4,Q120_5,Q120_6,Q120_7,Q120_8,Q120_9,Q120_10,Q121A,Q121B,Q121C,Q121D,Q121E,Q121F,Q121G,Q121H,Q121I,Q122_1,Q122_2,Q122_3,Q122_4,Q122_5,Q122_6,Q122_7,Q122_8,Q122_9,Q122_10,Q123A,Q123B,Q123C,Q123D,Q123E,Q123F,Q123G,Q123H,Q123I,Q123J,Q123K,Q123L,Q124,Q125,Q126,Q127,Q128,Q129,Q130,Q131,Q132,Q133,Q134,Q135,Q136,Q137,Q138,Q139,Q140_1,Q140_2,Q140_3,Q140_4,Q140_5,Q140_6,Q140_7,Q140_8,Q140_9,Q140_10,Q141A,Q141B,Q141C,Q141D,Q141E,Q141F,Q141G,Q141H,Q141I,Q141J,Q141K,Q141L,Q142,Q143_1,Q143_2,Q143_3,Q143_4,Q143_5,Q143_6,Q143_7,Q144,Q145,Q146,Q147,Q148,Q149,Q150,Q151,Q152_1,Q152_2,Q152_3,Q152_4,Q153_1,Q153_2,Q153_3,Q153_4,Q153_5,Q153_6,Q153_7,Q153_8,Q153_9,Q153_10,Q153_VERB,Q154_1,Q154_2,Q154_3,Q155,Q156,Q156_I,Q157,Q158,Q159,Q160_1,Q160_2,Q160_3,Q160_4,Q160_5,Q160_6,Q160_7,Q160_8,Q160_9,Q160_10,Q160_11,Q160_12,Q161,Q162,Q163,Q164,Q165,Q166,Q167,Q168_1,Q168_2,Q168_3,Q168_4,Q168_5,Q169,Q170_1,Q170_2,Q170_3,Q171,Q172,Q173,Q174,Q175,Q176,Q177,SOCIALWB,SOCIALWB_I,MEIM,MEIM_I,KESSLER6,KESSLER6_I,AUDITC,AUDITC_I,DUDIT,DUDIT_I,EVERYDAY,EVERYDAY_I,CHILDGNC,CHILDGNC_I,SOCSUPPORT,SOCSUPPORT_I,SOCSUPPORT_SO,SOCSUPPORT_SO_I,SOCSUPPORT_FAM,SOCSUPPORT_FAM_I,SOCSUPPORT_FR,SOCSUPPORT_FR_I,ACE,ACE_I,ACE_EMO,ACE_EMO_I,ACE_PHY,ACE_PHY_I,ACE_SEX,ACE_SEX_I,ACE_IPV,ACE_IPV_I,ACE_SUB,ACE_SUB_I,ACE_MEN,ACE_MEN_I,ACE_SEP,ACE_SEP_I,ACE_INC,ACE_INC_I,LIFESAT,LIFESAT_I
1066,195543361,0.3439945257353,SCAN,27-DEC-2018,2,63,6,1,1,1,0,2,1,4,4,4,4,3,2,1,9.0,0,0,0,0,2,2,3,3,0, ,1,5, ,1, ,6,2,2, ,1,0, , , ,2,1, , ,2,5, ,MASKED BY ICPSR,1, ,1,2, , , , , , , ,2, ,1,1,9,111.5014603884,3,9,9,1,1,6,7,4,1,6,6,2,1,6,1,1,3,1,2,1,1, ,1, , , , , ,6, , ,"WE ARE SO WELL MIXED, RACE/ETHNICS NOT IMPORTANT ANYMORE",2,1,1,2,1,2,2,1, ,2,1, ,1, , , , ,4,1,1,1,1,1,1,11,1,1,1,7,7,1,15,1, , , , , , , , ,8, , , , , , ,2,1, , ,4, , ,3,1,1, ,1,2,1,1,2,2,1,3,0,3,1, ,3, , , , , , , ,11, , , , , , ,18, , , , ,23,1,1,5,5,5,5,3,5,2,2,2,2,5,5,1,1,2,1,5,2,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,97,97,97,1,97,97,97,1,97,97,97,1,97,97,97,97,7,1,97,97,97,2,2,2,2,2,2,1,2,1,1,1,1, , , , , , , , , , ,2,1, , , , , , , , , , ,1,7,7,7,7,7,7,97,7,7,97,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,97,97,97,97,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,97,97,97,97,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,6,2,2,2,2,1,1,1,1,1,1,1,4,7,7,7,7,7,7,97,97,97,97,4,6,6,5,6,4,5,5,4,6,5,5,2, , , , , , , ,1,2,1955,1,1,1,1,1, , , ,4, , , , , , , ,8, , , ,1, , ,5,2,2,5,1,1,1, , , , , , , , , , , ,1,10,1,6,1,7,1, , , , , ,2, , ,3,2,1,7,7,7,7,6,6,6.0,1.5,1.5,2,2,1,1,0,0,1,1.0, ,3,5.0833334922791,5.0833334922791,5.5,5.5,5.25,5.25,4.5,4.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6.8000001907349,6.8000001907349
1067,175190621,1.2342154463589,WEB,16-FEB-2018,3,34,6,1,1,1,0,2,1,4,4,4,4,2,2,1,1.0,1,1,1,1,1,1,3,2,2, ,2,4, ,1, ,4,2,2, ,1,0, , , ,2,1, ,6,2,4, ,MASKED BY ICPSR,4,2,1,2, , , , , , ,1,2, ,1,1,1,109.4293119893,5,9,10,2,1,7,7,4,1,7,7,1,1,7,1,1,4,1,4,1,1,1,1, , , , , ,6, , ,White,5,5,5,5,5,5,2,1, ,2,1, ,1, , , , ,4,1,1,1,1,1,1,4,1,1,1,7,6,1,20,1,2,1, , , , , , , , , , , , , ,2, ,2, , , , ,1,2,97, ,2,1,2,2,2,2,4,0,1,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2,4,5,5,5,5,5,2,2,2,2,2,5,1,1,2,1,3,3,0,2,1,3,1,1,1,1,1,1,2,1,2,1,3,2,17,97,97,1,97,97,97,2,17,97,97,2,97,17,97,97,3,1,97,97,97,1,2,1,1,1,1,1,2,2,2,2,2, , , , , , , , , , ,4,1, , , , , , , , , , ,1,7,7,7,7,7,7,97,7,7,97, , , , , , , , , , , ,7,7,7,7,7,7,97,97,97,97,3,3,4,4,4,4,4,4,4, , , , , , , , , , ,1,0,0,0,1,0,0,0,1,0,0,0,2,2,2,2,1,2,1,2,1,1,2,3,1,1,1,3, , , , , , , , , , ,7,7,7,7,7,7,7,7,7,7,7,7,1, , , , , , , ,1,1,1984,1,1,1,3,1,1, , , ,1, ,3, , , , , , , , , , ,3,5,4,4,5,2,1,1, , ,4, , , , , , , , ,2,12,12,3,1,7,1, , , , , ,2,1,2, ,2,1,7,7,7,7,7,6.4000000953674,6.4000000953674,5,5.0,1,1,3,3,6,6,1.222222328186,1.222222328186,2,2,7,7.0,7,7.0,7,7.0,7,7.0,5,5,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,7,7.0
1068,175315778,1.166270221915,WEB,23-FEB-2018,2,50,6,1,1,1,0,2,1,13,13,13,13,3,2,1,1.0,1,1,0,0,4,4,1,2,2, ,3,12, ,1,2,6,2,2, ,1,0, , , ,1,1, , ,2,5, ,MASKED BY ICPSR,2, ,1,2, , , , , , , ,2, ,1,1,1,39.8179073203,3,9,9,1,2,5,5,6,5,6,6,1,1,4,4,3,1,2,2,1,1,1,1, , , , , ,6, , ,White,2,3,4,3,1,3,2,1, ,2,1, ,1, , , , ,4,1,1,1,5,5,1,34,1,1,1,7,6,2,97,7,7, ,2, , , , , , , , , , , , ,2, ,2, , , , ,2,1,1, ,2,1,1,2,1,2,4,0,1,1,1,2, , , , , , , , , , , , , ,16, , , , , , , ,2,2,5,5,4,5,4,5,2,2,2,2,6,6,1,1,2,1,5,2,0,1,2,7,1,1,1,1,1,1,1,1,1,1,1,1,97,97,97,1,97,97,97,1,97,97,97,1,97,97,97,97,7,1,97,97,97,2,2,2,2,2,2,1,2,1,1,1,1, , , , , , , , , , ,1,1,7,7,7,7,7,7,97,97,97,97,1,7,7,7,7,7,7,97,7,7,97,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,97,97,97,97,3,4,3,4,4,4,4,4,4, , , , , , , , , , ,0,0,0,0,0,0,0,0,0,2,0,0,1,3,2,1,2,1,2,2,2,1,1,1,1,1,1,4,7,7,7,7,7,7,97,97,97,97,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , , ,1,3,1968,1,1,1,3,1,1, , , ,1, , , , , , , , , , ,1, , ,14,4,4,14,1,1,1, , , , , , , , , , , ,1,10,2,6,4,2,2,7,7,7,7,7,2,1,2, ,1,1,6,6,6,6,7,5.2666668891907,5.2666668891907,2.6666667461395,2.6666667461395,2,2,1,1,0,0,1.222222328186,1.222222328186,2,2,1,1.0,1,1.0,1,1.0,1,1.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6.1999998092651,6.1999998092651
1069,196960262,0.7450981471494,WEB,08-DEC-2018,1,45,6,1,1,1,0,2,1,12,12,12,12,3,2,1,1.0,1,1,0,0,4,4,3,0, , ,4,9, ,1,1,6,2,2, ,1,0, , , ,1,1, , ,1,5, ,MASKED BY ICPSR,2, ,1,2, , , , , , , ,1, ,1,1,1,1.3559982325,2,7,7,2,5,3,3,5,3,5,5,5,3,3,4,2,2,2,3,1,1,1,1, , , , , ,6, , ,half English half Irish,4,4,4,4,4,4,2,1, ,2,1, ,1, , , , ,4,1,2,1,2,1,1,1,1,2,4,6,6,2,97,7,7, ,2, , , , , , , , , , , , ,2,1,2, , , , ,1,2,97, ,2,1,2,1,1,2,4,1,1,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2,4,4,4,5,4,4,2,2,2,2,5,4,1,1,2,3,3,5,3,4,1,2,3,3,2,2,1,1,1,1,1,1,1,3,97,19,45,1,97,97,97,3,97,19,45,1,97,97,97,97,7,3,97,16,16,2,2,2,2,2,2,4,4,1,4,4,4, , , , ,5,6, , , , ,3,3, , , , , , , , , , ,1,7,7,7,7,7,7,97,7,7,97,1,2,2,2,1,2,2,2,2,1,2, , , , , , , , , , ,4,4,4,4,4,4,4,3,4, , , , , , , , , , ,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,2,2,2,2,2,2,1,3,3,1,1,1,3, , , , , , , , , , ,5,5,6,5,5,5,6,6,6,5,6,6,1, , , , , , , ,1,4,1973,2,1,2,2,2,7,7,7,7,1, , , , , , , , , , ,1, , ,13,1,1,13,1,1,1, , , , , , , , , , , ,2,10,2,6,1,7,1, , , , , ,2,1,2, ,1,1,6,6,5,6,2,4.3333334922791,4.3333334922791,4,4.0,5,5,9,9,6,6,1.111111164093,1.111111164093,3,3,5.5,5.5,5,5.0,5.75,5.75,5.75,5.75,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5.0
1070,196119834,0.822070695642,WEB,11-DEC-2018,4,46,6,1,1,1,0,2,1,11,11, ,11,2,2,1,8.0,0,0, ,0, ,4,2,4,3, ,2,8, ,1, ,4,2,2, ,1,0, , , ,2,1, ,2,2,4, ,MASKED BY ICPSR,1, ,1,2, , , , , , ,1,2, ,1,1,8,87.2584740337,9,8,10,2,3,5,3,3,4,6,4,1,1,2,2,1,1,1,6,1,1,2,1, , , , , ,6, , , ,3,3,4,4,4,4,2,1, ,2,1, ,1, , , , ,4,1,1,1,1,1,1,6,1,1,1,6,7,2,97,7,7, ,2, , , , , , , , , , , , ,1,7,7,7,7,7, ,7,2,97, ,2,2,2,2,2,2,4,0,1,1, , , , , , , , , , , , , , , , , , , , , , , ,2,2,5,5,5,5,5,5,2,2,2,2,6,5,1,1,2,1,5,3,1,2,2,7,1,1,1,1,1,1,1,1,1,1,1,1,97,97,97,1,97,97,97,1,97,97,97,1,97,97,97,97,7,1,97,97,97,2,1,2,2,2,2,1,1,1,1,1,1,7,7,7,7,7,7,97,97,97,97,1,1,7,7,7,7,7,7,97,97,97,97,1,7,7,7,7,7,7,97,7,7,97,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,97,97,97,97,2,2,2,2,3,4,3,3,4, , , , , , , , , , ,0,1,1,0,0,0,0,0,1,1,0,1, , , , , , , , , , , , , , , , ,7,7,7,7,7,7,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,7, , , , , , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , ,7, ,7,7,7,7,7, , , , , , , , , , , ,5.2666668891907,5.2666668891907,3.6666667461395,3.6666667461395,0,0,3,3,0,0,2.222222328186,2.222222328186, ,3, ,6.5833334922791, ,7.0, ,6.5, ,6.25, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,1, ,0, ,2.5999999046326
1071,175229886,0.4804967124855,WEB,27-FEB-2018,4,82,6,1,1,1,0,2,1,13,13,13,13,4,2,1,1.0,1,1,0,0,4,4,1,2,0, ,4,10, ,1,3,8,2,2, ,1,0, , , ,1,1, , ,2,6, ,MASKED BY ICPSR,2, ,1,2, , , , , , , ,2, ,1,1,1,9.6604248877,9,7,5,2,7,1,1,7,6,6,6,7,1,6,2,1,1,1,1,1,1,1,1, , , , , ,6, , ,Caucasian,2,1,1,1,1,1,2,1, ,2,1, , , , , ,5,4,1,1,1,1,1,1,40,1,1,1,7,7,2,97,7,7, , , , , , , ,8, , , , , , ,1,7,7,7,7,7, ,7,2,97, ,2,2,2,2,2,1,3,0,1,1,1,2, , , , , , , ,10, , ,13, ,15, , , , , , , , ,1,1,5,5,5,5,5,5,2,2,2,2,6,6,1,1,2,3,3,2,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,97,97,97,1,97,97,97,1,97,97,97,1,97,97,97,97,7,1,97,97,97,1,2,2,2,2,2,1,2,1,2,4,3, , , , , , , , , , ,4,3, , , , , , , , , , ,1,7,7,7,7,7,7,97,7,7,97,2,2,2,2,2,2,2,2,2,2,1, , , , , , , , , , ,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,97,97,97,97,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,1,2,2,2,2,2,1,1,3,1,1,1,2, , , , , , , , , , ,7,7,7,7,7,5,5,7,5,7,7,5,1, , , , , , , ,1,1,1936,1,1,1,1,1, , , ,4, , , , , , , ,8, , , ,1, , ,14,2,2,14,1,1,1, , , , , , , , , , , ,1,9,5,6,4,1,2,7,7,7,7,7, ,1, , ,1,1,6,6,6,6,1,4.4000000953674,4.4000000953674,1.1666666269302,1.1666666269302,0,0,1,1,0,0,1,1.0,3,3,6.3333334922791,6.3333334922791,7,7.0,7,7.0,5,5.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.0
1072,175230080,0.3126286955351,SCAN,15-MAR-2018,4,71,6,1,1,1,0,2,1,7,7,6,6,3,2,1,1.0,1,1, ,0, ,3,3,6,0, ,2,99,99,1, ,6,2,2, ,1,0, , , ,1,2,2,5,2,5, ,MASKED BY ICPSR,3,2,1,2, , , , , , ,1,2, ,1,1,1,122.0301980467,8,10,8,2,1,7,6,7,1,6,7,6,1,7,2,4,5,1,6,1,1,1,1, , , , , ,6, , ,EUROPEAN DESENT (CAUCASIAN),2,5,1,3,1,5,2,1, ,2,1, ,1, , , , ,4,1,1,1,1,1,1, ,1,1,1,7,7,2,97,7,7, ,2, , , , , , , , , , , , ,2, ,2, , , , ,1,2,97, ,2,2,2,2,2,2,3,0,0,0,1, , , , , , , , , , , ,13, , ,16, , , , , , , ,2,2,5,5,5,5,5,5,2,2,2,2,6,6, , , ,1,4,1,0,1,2,7,1,1,1,1,1,1,1,1,1,1,1,1,97,97,97,1,97,97,97,1,97,97,97,1,97,97,97,97,7,1,97,97,97,2,2,2,2,2,2,1,1,1,1,2,1, , , , , , , , ,9, ,1,1,7,7,7,7,7,7,97,97,97,97,1,7,7,7,7,7,7,97,7,7,97,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,97,97,97,97,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,97,97,97,97,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,2,2,2,2,2,1,1,1,1,1,1,4,7,7,7,7,7,7,97,97,97,97,7,7,7,7,7,7,7,7,7,7,7,7,1, , , ,4, , , ,1,1,1947,1,1,1,3,1, , , ,4, , , , , , , ,8, , , ,1, , ,8, ,2,7,1,1,1, , , , , , , , , , , ,1,3,3,2,1,7,2,7,7,7,7,7,2, ,2, ,1,2,7,7,7,7,7,5.9333333969116,5.9333333969116,2.8333332538605,2.8333332538605,0,0,0,0,0,0,1,1.0, ,3,7,7.0,7,7.0,7,7.0,7,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7.0
1073,196165652,2.4865635269724,WEB,29-NOV-2018,3,40,2,2,2,1,0,2,1,12,12, ,13,2,2,3,2.0,1,1, ,0, ,4,1,8,7, ,3,9, ,1, ,5,2,2, ,2,0, , , ,2,1, , ,4,4, ,MASKED BY ICPSR,3,2,3,2, , , , , , , ,2, ,1,1,2,66.4391965589,5,7,9,2,6,1,1,5,5,5,7,2,1,1,2,2,1,1,5,1,1,1,1, ,2, , , , , , ,black,5,3,4,4,4,4,2,1, ,2,1, ,1, , , , ,4,1,1,1,1,1,1,6,1,1,1,7,7,2,97,7,7, ,2, , , , , , , , , , , , ,2,1,2, , , , ,1,2,97, ,2,1,2,2,2,2,4,4,1,4,1, , , , , , , , , , ,12, , , , , , , , , , , ,2,2,4,5,5,5,3,5,2,2,2,2,4,5,1,1,2,1,5,1,0,1,2,7,1,1,1,1,1,1,1,1,1,1,1,1,97,97,97,1,97,97,97,1,97,97,97,1,97,97,97,97,7,1,97,97,97,2,2,2,2,1, ,1,2,1,1,1,1, , , , , , , , , , ,1,1,7,7,7,7,7,7,97,97,97,97,1,7,7,7,7,7,7,97,7,7,97,1,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , ,3,3,4,4,2,3, ,4,4, , , , , , , , , , ,1,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , ,7,7,7,7,7,7,97,97,97,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,7, , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , ,7, ,7,7,7,7,7, , , , , , , , , , , ,4.5999999046326,4.5999999046326,4,4.0,3,3,0,0,0,0, ,1.777777671814, ,3, ,5.0, ,6.0, ,6.25, ,2.75, ,1, ,1, ,0, ,0, ,0, ,0, ,0, ,0, ,0, ,4.8000001907349
1074,175195021,2.3673364305472,WEB,16-FEB-2018,3,59,6,1,1,1,0,2,1,6,6,6,6,1,1,1,2.0,1,1,0,0,2,2,1,2,0, ,3,7, ,1, ,2,2,2, ,1,0, , , ,2,1, , ,5,2, ,MASKED BY ICPSR,2, ,1,2, , , , , , , ,2, ,1,1,2,17.2349181407,5,4,1,3,7,1,1,5,5,5,1,7,7,2,5,6,6,6,1, ,2,2,1, , , , , ,6, , , ,3,3,4,3,3,3,2,1, ,2,1, , , , , ,5,4,1,1,1,1,1,1,37,1,1,1,6,6,1,50,1, , , , , , , , ,8, , ,11, , , ,2,1,2, , , , ,2,1,1, ,2,1,1,1,1,1,1,30,31,31,1,2, , , , , , , , ,11, ,13, , , , , , , , , ,23,1,1,1,1,2,2,2,1,1,1,1,1,5,5,5,6,2,1,3,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,97,56,58,3,97,50,58,3,97,50,58,1,97,97,97,97,7,1,97,97,97,1,1,1,1,2,2,4,4,3,3,4,4, , , , , , , ,8, , ,4,2, , , , , , , ,8, , ,1,7,7,7,7,7,7,97,7,7,97,1,2,2,2, ,2,2,1, ,2,2, , , , , , , , , , ,2,2,3,3,2,4,2,2,2,1, , , , ,6, ,8, ,10,0,2,0,0,1,0,2,0,0,0,0,2,1,1,1,1,1,2,2,2,2,3,3,3,8,8,8,1,1, , , , , , ,8, , ,2,1,2,2,2,2,2,1,1,2,2,7,1, , , ,4, , , ,2,4,1959,1,1,1,3,1, , , ,4, , , , , , , , , ,10,disabled,1, , ,7,2,2,7,2,3, ,2, , , , , , , , , , ,4,1,1,2,4,1,2,7,7,7,7,7,2,1, , ,2,1,1,1,1,1,1,2.0666666030884,2.0666666030884,3.1666667461395,3.1666667461395,21,21,0,0,0,0,2.5555555820465,2.5555555820465,3,3,2.1666667461395,2.1666667461395,1.75,1.75,1.75,1.75,3,3.0, ,5,1,1,1,1, ,1,1,1,0,0,1,1,0,0,0,0,1,1.0
1075,196114200,1.9109808962009,WEB,11-DEC-2018,3,29,6,1,1,1,0,2,1,7,7,8,8,3,2,1,1.0,1,1,0,0,3,3,3,0, , ,3,6, ,1, ,6,2,2, ,1,0, , , ,2,1, ,8,1,5, ,MASKED BY ICPSR,3,1,1,2, , , , , , ,2,1, ,1,1,1,6.7639394151,7,6,8,2,1,6,6,3,3,6,7,3,2,2,3,4,1,3,5,1,1,1,2, , , , , ,6, , ,White.,2,4,5,2,1,1,2,1, ,2,1, ,1, , , , ,4,1,1,1,5,1,2,97,7,7,7,6,6,2,97,7,7, ,2, , , , , , , , , , , , ,2, ,2, , , , ,1,1,1, ,2,1,2,2,1,2,4,5,1,6, , , , , , , , , , , , , , , , , , , , , , , ,2,2,4,5,4,5,4,5,2,2,2,2,6,5,1,1,2,1,5,3,0,2,2,7,1,1,1,1,1,1,1,1,1,1,1,1,97,97,97,1,97,97,97,1,97,97,97,1,97,97,97,97,7, ,97,97,97,2,2,2,2,2,2,1,2,1,1,1,1, , , , , , , , , , ,2,1, , , , , , , , , , ,1,7,7,7,7,7,7,97,7,7,97,1,2,2,2,1,2,2,2,2,1,2, , , , , , , , , , ,3,3,3,4,4,4,3,4,3, , , , , , , , , , ,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,2,2,2,2,2,2,1,1,8,1,1,1,2, , , , , , , , , , ,3,6,7,7,4,5,6,7,6,4,7,7,1, , , ,4, , , ,1,4,1989,1,1,1,3,2,7,7,7,7,1,2, , , , , , , , , ,1, , ,8,1,1,9,2,2, ,2, , , , , , , , , , ,3,13,1,5,1,7,2,7,7,7,7,7,2,1,2, ,2,1,5,5,6,3,1,5.2666668891907,5.2666668891907,2.5,2.5,3,3,3,3,0,0,1.5555555820465,1.5555555820465,2,2,5.75,5.75,4.25,4.25,7,7.0,6,6.0, ,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.0
1076,195542428,0.4227354574766,SCAN,27-DEC-2018,3,78,6,1,1,1,0,2,1,7,7, ,9,2,2,1,2.0,1,1, ,0, ,3,1,2,0, ,2,5, ,1,3,4,2,2, ,1,0, , , ,1,1, , ,2,4, ,MASKED BY ICPSR,3,2,1,2, , , , , , , ,2, ,1,1,2,47.9609072029,7,9,98,2,2,7,6,7,2,6,6,5,1,7, , ,3,1,6,1,1,1,1, , , , , ,6, , , ,4,4,4,3,4,4,2,1, ,2,1, , , , , ,5, , , , , , ,1,40,1,1,1,7,7,2,97,7,7, , , , , , ,7, , , , , , , , ,7,7,7,7,7, ,7,1, , ,2,2,1, , ,1,4,0,0,0,1,2,3, , , , , ,9,10,11, , , , , , , , , , , , ,1,2,5,5,5,5,5,5,2,2,2,2,6,5,1,6,2,1,5,2,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,27,97,97,2,27,97,97,2,27,97,97,2,97,27,97,97,1,1,97,97,97,2,2,2,2,2,2,1,1,1,1,1,1,7,7,7,7,7,7,97,97,97,97,1,1,7,7,7,7,7,7,97,97,97,97,1,7,7,7,7,7,7,97,7,7,97,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,97,97,97,97,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,97,97,97,97,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,1,2,1,1,1,1,1,1,1,1,1,1,1, , , , , , , ,8, , ,7,7,7,7,7,7,7,7,7,7,7,7,1, , , , , , , ,1,1,1940,1,1,1,3,1, , , ,4, , , , , , , ,8, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , ,7, ,7,7,7,7,7, , , , , , ,6,6,7,7,3, ,6.1333332061768,3.8333332538605,3.8333332538605,0,0,1,1,0,0,1,1.0, ,3,7,7.0,7,7.0,7,7.0,7,7.0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,5.8000001907349,5.8000001907349
